@RELATION animal_texture_color_features

@ATTRIBUTE color_mean_B NUMERIC
@ATTRIBUTE color_mean_G NUMERIC
@ATTRIBUTE color_mean_R NUMERIC
@ATTRIBUTE contrast_0 NUMERIC
@ATTRIBUTE contrast_45 NUMERIC
@ATTRIBUTE contrast_90 NUMERIC
@ATTRIBUTE contrast_135 NUMERIC
@ATTRIBUTE dissimilarity_0 NUMERIC
@ATTRIBUTE dissimilarity_45 NUMERIC
@ATTRIBUTE dissimilarity_90 NUMERIC
@ATTRIBUTE dissimilarity_135 NUMERIC
@ATTRIBUTE homogeneity_0 NUMERIC
@ATTRIBUTE homogeneity_45 NUMERIC
@ATTRIBUTE homogeneity_90 NUMERIC
@ATTRIBUTE homogeneity_135 NUMERIC
@ATTRIBUTE energy_0 NUMERIC
@ATTRIBUTE energy_45 NUMERIC
@ATTRIBUTE energy_90 NUMERIC
@ATTRIBUTE energy_135 NUMERIC
@ATTRIBUTE correlation_0 NUMERIC
@ATTRIBUTE correlation_45 NUMERIC
@ATTRIBUTE correlation_90 NUMERIC
@ATTRIBUTE correlation_135 NUMERIC
@ATTRIBUTE ASM_0 NUMERIC
@ATTRIBUTE ASM_45 NUMERIC
@ATTRIBUTE ASM_90 NUMERIC
@ATTRIBUTE ASM_135 NUMERIC
@ATTRIBUTE class {cats,dogs,snakes}

@DATA
103.01847839355469,87.39027404785156,82.09672546386719,103.89584865196314,155.98755863129827,73.23638174019678,151.50557477893446,7.430836397058612,9.172887351018833,6.286106004901801,9.080753556324476,0.16174399818991897,0.1329972894810308,0.183709799688059,0.1325456234287795,0.019412119260206622,0.01740703825844912,0.020390281418393955,0.017445771642785005,0.9614676707320647,0.9423178288038413,0.973159255896786,0.9439749967646394,0.0003768303741724849,0.0003030049809311113,0.0004157635763213018,0.00030435494821220136,cats
116.50112915039062,123.41775512695312,121.84768676757812,109.01243872550135,200.08964244522656,91.8013327205952,150.21640907344295,6.039675245098472,8.088319876970935,5.398360906863037,7.216301422530231,0.27009002276838107,0.22233676821802287,0.2946368606120378,0.2231583948821818,0.026287280231567935,0.023023797100888723,0.028177546119649625,0.02281766716787919,0.9906446563515865,0.9828061396799761,0.9921152118065335,0.9870917426653187,0.0006910211019729824,0.000530095232942892,0.0007939741053249816,0.000520645934984112,cats
100.13203430175781,100.90434265136719,102.80976867675781,25.172686887255427,40.25182622068492,18.39756433823551,40.8148865820844,3.2422334558823707,4.274248366013116,2.864782475490178,4.228865820838209,0.3293550518692397,0.2575900551679787,0.34653793002584093,0.25900241109917976,0.025665362575400977,0.022173083764784843,0.026884732341909322,0.022229290511121855,0.9921278127808851,0.987398440069581,0.9942331951570131,0.987222345983826,0.0006587108361267931,0.0004916456436401652,0.0007227888330961052,0.0004941413566278522,cats
120.52784729003906,133.8798828125,140.38287353515625,102.16075367647562,192.0061361014896,88.44923406863307,148.03249519414646,5.402022058823603,7.471203383313707,4.946966911764836,6.772425990003459,0.3047665385771445,0.255665361824,0.35884042814375144,0.2610966299148309,0.025685846319173,0.02300870233042649,0.02919549351872973,0.023051743563270697,0.9917148325758657,0.9844392128188598,0.9928241355911928,0.9880029807451359,0.0006597627011321731,0.0005294003829301734,0.0008523768418021895,0.000531382881306792,cats
133.51527404785156,159.72467041015625,178.56472778320312,157.00548406862646,271.915924644352,142.68221507352925,257.3050211457022,7.388235294117095,9.724982698961258,7.075107230391681,9.627850826604384,0.222331742398692,0.16371697176900857,0.2099165096636111,0.1680340583868207,0.024547640449102397,0.02067439363855799,0.023602348924338667,0.020998276681295336,0.9788951252529104,0.9634863581191383,0.9808014729302298,0.9654483388597972,0.0006025866516184081,0.0004274305523220471,0.0005570708747462306,0.0004409276235842314,cats
61.91792297363281,62.6624755859375,70.00827026367188,36.33972120098115,73.98885044213868,54.15870098039405,83.28202998846689,3.469868259803993,5.195278738946601,4.174693627451028,5.329642445213436,0.3944890940729898,0.30107549037219083,0.362421351174306,0.2969136420341831,0.038843599217804,0.03231375498578589,0.036922087061321184,0.032164700073179245,0.9895955981376369,0.9788567309076768,0.9845414828870855,0.9762009890577072,0.0015088252001933835,0.0010441787612814023,0.001363240512963781,0.0010345679307975767,cats
167.29335021972656,200.18951416015625,212.17311096191406,43.86380208333419,77.5408381391774,42.28373161764719,81.99364859669373,2.8874234068627893,4.2391849288735175,3.0427389705882826,4.26957324106114,0.5463071196997419,0.4462412248672642,0.5185491587784857,0.4505536605104072,0.072014767379458,0.06462778717816864,0.07310464475814862,0.06497685047975739,0.9852433809189706,0.9739695695597649,0.9857857342993646,0.9724747598496947,0.005186126720717448,0.004176750875546659,0.005344289085215108,0.004221991098268748,cats
141.128173828125,134.8052215576172,157.00567626953125,147.65096507353604,233.65590157631257,102.83105085784842,241.3839753940693,5.331265318627439,7.216101499422962,4.699096200980373,7.777516339868842,0.38010130239811657,0.29864892819128136,0.4044121046431348,0.28807934727752005,0.03338454205816231,0.029127323704114954,0.03542884924089588,0.028933256365342577,0.9848158087397858,0.9759612080014708,0.9893953736334208,0.9751663760933241,0.0011145276484332083,0.000848400986164297,0.0012552033585341285,0.0008371333239026368,cats
113.51600646972656,125.6595458984375,134.8016357421875,34.63213848039282,91.088719723183,70.51902573529514,98.37899269511679,3.48826593137255,6.010734332948905,5.084865196078241,6.24569011918492,0.36850716237625747,0.23815873621818076,0.3012357086679744,0.23150809034378977,0.025092290519120704,0.01886233821414738,0.021935220793990646,0.018522781315853564,0.992085264087342,0.979101148045396,0.9838536852377122,0.9774287210482637,0.0006296230434959548,0.0003557878029048846,0.00048115391128111964,0.00034309342767493387,cats
83.17630004882812,91.17193603515625,96.30885314941406,153.72648590687422,247.7496808919871,161.4683823529509,280.59649365631316,7.175260416666521,9.170888119954435,7.067830882352742,9.907158785083325,0.21511259141520087,0.16739394667452517,0.2196076264069031,0.15492287274227848,0.01716035695116632,0.015185211088889062,0.0177005828765224,0.014517843524015311,0.9674700648584054,0.9474187916539643,0.9657815782724494,0.9404457747378805,0.0002944778506914422,0.00023059063581411934,0.000313310634168638,0.0002107677805877933,cats
